what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392701823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392702514
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.closeProject",1333392706677
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392707184
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392746506
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.openProject",1333392748933
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333392754275
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333392754331
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1333392755572
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392760358
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392761373
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.cleanAction",1333392761431
error,log,,,"Unexpected error while validating FlickrServerConstants.java",1333392761687
error,log,,,"Unexpected error while validating FlickrHelper.java",1333392761688
error,log,,,"Unexpected error while validating FlickrAPIOAuth.java",1333392761689
error,log,,,"Unexpected error while validating FlickrPhotoDAOImpl.java",1333392761690
error,log,,,"Unexpected error while validating ProcessPhotosetActionController.java",1333392761691
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1333392764128
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333392764662
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333392770502
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333392770560
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1333392787789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392794592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392798749
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1333392798834
started,bundle,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor",1333392802493
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1333392802813
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1333392803119
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1333392803178
opened,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1333392805230
activated,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1333392805552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392823118
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333392836232
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333392838285
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333392848396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333392854051
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333392859538
closed,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1333392859538
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1333392859568
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1333392860827
